ISim log file
Running: D:\Desktop\CO\P7\CPU\mips_txt_isim_beh.exe -intstyle ise -gui -tclbatch isim.cmd -wdb D:/Desktop/CO/P7/CPU/mips_txt_isim_beh.wdb 
ISim P.20131013 (signature 0x7708f090)
WARNING: A WEBPACK license was found.
WARNING: Please use Xilinx License Configuration Manager to check out a full ISim license.
WARNING: ISim will run in Lite mode. Please refer to the ISim documentation for more information on the differences between the Lite and the Full version.
This is a Lite version of ISim.
Time resolution is 1 ps
# onerror resume
# wave add /
# run 1000 ns
Simulator is doing circuit initialization process.
Finished circuit initialization process.
@0000418c: $ 6 <= 0000065e
@00004180: $ 5 <= 00003bd4
@00004184: $ 4 <= 00003bd8
@00004188: $ 1 <= 00000660
@0000418c: $ 6 <= 00000661
@00004180: $ 5 <= 00003bd8
@00004184: $ 4 <= 00003bdc
@00004188: $ 1 <= 00000663
@0000418c: $ 6 <= 00000664
@00004180: $ 5 <= 00003bdc
@00004184: $ 4 <= 00003be0
@00004188: $ 1 <= 00000666
@0000418c: $ 6 <= 00000667
@00004180: $ 5 <= 00003be0
@00004184: $ 4 <= 00003be4
@00004188: $ 1 <= 00000669
@0000418c: $ 6 <= 0000066a
@00004180: $ 5 <= 00003be4
@00004184: $ 4 <= 00003be8
@00004188: $ 1 <= 0000066c
@0000418c: $ 6 <= 0000066d
@00004180: $ 5 <= 00003be8
@00004184: $ 4 <= 00003bec
@00004188: $ 1 <= 0000066f
@0000418c: $ 6 <= 00000670
@00004180: $ 5 <= 00003bec
@00004184: $ 4 <= 00003bf0
@00004188: $ 1 <= 00000672
@0000418c: $ 6 <= 00000673
@00004180: $ 5 <= 00003bf0
@00004184: $ 4 <= 00003bf4
@00004188: $ 1 <= 00000675
@0000418c: $ 6 <= 00000676
@00004180: $ 5 <= 00003bf4
@00004184: $ 4 <= 00003bf8
@00004188: $ 1 <= 00000678
@0000418c: $ 6 <= 00000679
@00004180: $ 5 <= 00003bf8
@00004184: $ 4 <= 00003bfc
@00004188: $ 1 <= 0000067b
@0000418c: $ 6 <= 0000067c
@00004180: $ 5 <= 00003bfc
@00004184: $ 4 <= 00003c00
@00004188: $ 1 <= 0000067e
@0000418c: $ 6 <= 0000067f
@00004180: $ 5 <= 00003c00
@00004184: $ 4 <= 00003c04
@00004188: $ 1 <= 00000681
@0000418c: $ 6 <= 00000682
@00004180: $ 5 <= 00003c04
@00004184: $ 4 <= 00003c08
@00004188: $ 1 <= 00000684
@0000418c: $ 6 <= 00000685
@00004180: $ 5 <= 00003c08
@00004184: $ 4 <= 00003c0c
@00004188: $ 1 <= 00000687
@0000418c: $ 6 <= 00000688
@00004180: $ 5 <= 00003c0c
@00004184: $ 4 <= 00003c10
@00004188: $ 1 <= 0000068a
@0000418c: $ 6 <= 0000068b
@00004180: $ 5 <= 00003c10
@00004184: $ 4 <= 00003c14
@00004188: $ 1 <= 0000068d
@0000418c: $ 6 <= 0000068e
@00004180: $ 5 <= 00003c14
@00004184: $ 4 <= 00003c18
@00004188: $ 1 <= 00000690
@0000418c: $ 6 <= 00000691
@00004180: $ 5 <= 00003c18
@00004184: $ 4 <= 00003c1c
@00004188: $ 1 <= 00000693
@0000418c: $ 6 <= 00000694
@00004180: $ 5 <= 00003c1c
@00004184: $ 4 <= 00003c20
@00004188: $ 1 <= 00000696
@0000418c: $ 6 <= 00000697
@00004180: $ 5 <= 00003c20
@00004184: $ 4 <= 00003c24
@00004188: $ 1 <= 00000699
@0000418c: $ 6 <= 0000069a
@00004180: $ 5 <= 00003c24
@00004184: $ 4 <= 00003c28
@00004188: $ 1 <= 0000069c
@0000418c: $ 6 <= 0000069d
@00004180: $ 5 <= 00003c28
@00004184: $ 4 <= 00003c2c
@00004188: $ 1 <= 0000069f
@0000418c: $ 6 <= 000006a0
@00004180: $ 5 <= 00003c2c
@00004184: $ 4 <= 00003c30
@00004188: $ 1 <= 000006a2
@0000418c: $ 6 <= 000006a3
@00004180: $ 5 <= 00003c30
@00004184: $ 4 <= 00003c34
@00004188: $ 1 <= 000006a5
@0000418c: $ 6 <= 000006a6
@00004180: $ 5 <= 00003c34
@00004184: $ 4 <= 00003c38
@00004188: $ 1 <= 000006a8
@0000418c: $ 6 <= 000006a9
@00004180: $ 5 <= 00003c38
@00004184: $ 4 <= 00003c3c
@00004188: $ 1 <= 000006ab
@0000418c: $ 6 <= 000006ac
@00004180: $ 5 <= 00003c3c
@00004184: $ 4 <= 00003c40
@00004188: $ 1 <= 000006ae
@0000418c: $ 6 <= 000006af
@00004180: $ 5 <= 00003c40
@00004184: $ 4 <= 00003c44
@00004188: $ 1 <= 000006b1
@0000418c: $ 6 <= 000006b2
@00004180: $ 5 <= 00003c44
@00004184: $ 4 <= 00003c48
@00004188: $ 1 <= 000006b4
@0000418c: $ 6 <= 000006b5
@00004180: $ 5 <= 00003c48
@00004184: $ 4 <= 00003c4c
@00004188: $ 1 <= 000006b7
@0000418c: $ 6 <= 000006b8
@00004180: $ 5 <= 00003c4c
@00004184: $ 4 <= 00003c50
@00004188: $ 1 <= 000006ba
@0000418c: $ 6 <= 000006bb
@00004180: $ 5 <= 00003c50
@00004184: $ 4 <= 00003c54
@00004188: $ 1 <= 000006bd
@0000418c: $ 6 <= 000006be
@00004180: $ 5 <= 00003c54
@00004184: $ 4 <= 00003c58
@00004188: $ 1 <= 000006c0
@0000418c: $ 6 <= 000006c1
@00004180: $ 5 <= 00003c58
@00004184: $ 4 <= 00003c5c
@00004188: $ 1 <= 000006c3
@0000418c: $ 6 <= 000006c4
# run 10us
@00004180: $ 5 <= 00003c5c
@00004184: $ 4 <= 00003c60
@00004188: $ 1 <= 000006c6
@0000418c: $ 6 <= 000006c7
@00004180: $ 5 <= 00003c60
@00004184: $ 4 <= 00003c64
@00004188: $ 1 <= 000006c9
@0000418c: $ 6 <= 000006ca
@00004180: $ 5 <= 00003c64
@00004184: $ 4 <= 00003c68
@00004188: $ 1 <= 000006cc
@0000418c: $ 6 <= 000006cd
@00004180: $ 5 <= 00003c68
@00004184: $ 4 <= 00003c6c
@00004188: $ 1 <= 000006cf
@0000418c: $ 6 <= 000006d0
@00004180: $ 5 <= 00003c6c
@00004184: $ 4 <= 00003c70
@00004188: $ 1 <= 000006d2
@0000418c: $ 6 <= 000006d3
@00004180: $ 5 <= 00003c70
@00004184: $ 4 <= 00003c74
@00004188: $ 1 <= 000006d5
@0000418c: $ 6 <= 000006d6
@00004180: $ 5 <= 00003c74
@00004184: $ 4 <= 00003c78
@00004188: $ 1 <= 000006d8
@0000418c: $ 6 <= 000006d9
@00004180: $ 5 <= 00003c78
@00004184: $ 4 <= 00003c7c
@00004188: $ 1 <= 000006db
@0000418c: $ 6 <= 000006dc
@00004180: $ 5 <= 00003c7c
@00004184: $ 4 <= 00003c80
@00004188: $ 1 <= 000006de
@0000418c: $ 6 <= 000006df
@00004180: $ 5 <= 00003c80
@00004184: $ 4 <= 00003c84
@00004188: $ 1 <= 000006e1
@0000418c: $ 6 <= 000006e2
@00004180: $ 5 <= 00003c84
@00004184: $ 4 <= 00003c88
@00004188: $ 1 <= 000006e4
@0000418c: $ 6 <= 000006e5
@00004180: $ 5 <= 00003c88
@00004184: $ 4 <= 00003c8c
@00004188: $ 1 <= 000006e7
@0000418c: $ 6 <= 000006e8
@00004180: $ 5 <= 00003c8c
@00004184: $ 4 <= 00003c90
@00004188: $ 1 <= 000006ea
@0000418c: $ 6 <= 000006eb
@00004180: $ 5 <= 00003c90
@00004184: $ 4 <= 00003c94
@00004188: $ 1 <= 000006ed
@0000418c: $ 6 <= 000006ee
@00004180: $ 5 <= 00003c94
@00004184: $ 4 <= 00003c98
@00004188: $ 1 <= 000006f0
@0000418c: $ 6 <= 000006f1
@00004180: $ 5 <= 00003c98
@00004184: $ 4 <= 00003c9c
@00004188: $ 1 <= 000006f3
@0000418c: $ 6 <= 000006f4
@00004180: $ 5 <= 00003c9c
@00004184: $ 4 <= 00003ca0
@00004188: $ 1 <= 000006f6
@0000418c: $ 6 <= 000006f7
@00004180: $ 5 <= 00003ca0
@00004184: $ 4 <= 00003ca4
@00004188: $ 1 <= 000006f9
@0000418c: $ 6 <= 000006fa
@00004180: $ 5 <= 00003ca4
@00004184: $ 4 <= 00003ca8
@00004188: $ 1 <= 000006fc
@0000418c: $ 6 <= 000006fd
@00004180: $ 5 <= 00003ca8
@00004184: $ 4 <= 00003cac
@00004188: $ 1 <= 000006ff
@0000418c: $ 6 <= 00000700
@00004180: $ 5 <= 00003cac
@00004184: $ 4 <= 00003cb0
@00004188: $ 1 <= 00000702
@0000418c: $ 6 <= 00000703
@00004180: $ 5 <= 00003cb0
@00004184: $ 4 <= 00003cb4
@00004188: $ 1 <= 00000705
@0000418c: $ 6 <= 00000706
@00004180: $ 5 <= 00003cb4
@00004184: $ 4 <= 00003cb8
@00004188: $ 1 <= 00000708
@0000418c: $ 6 <= 00000709
@00004180: $ 5 <= 00003cb8
@00004184: $ 4 <= 00003cbc
@00004188: $ 1 <= 0000070b
@0000418c: $ 6 <= 0000070c
@00004180: $ 5 <= 00003cbc
@00004184: $ 4 <= 00003cc0
@00004188: $ 1 <= 0000070e
@0000418c: $ 6 <= 0000070f
@00004180: $ 5 <= 00003cc0
@00004184: $ 4 <= 00003cc4
@00004188: $ 1 <= 00000711
@0000418c: $ 6 <= 00000712
@00004180: $ 5 <= 00003cc4
@00004184: $ 4 <= 00003cc8
@00004188: $ 1 <= 00000714
@0000418c: $ 6 <= 00000715
@00004180: $ 5 <= 00003cc8
@00004184: $ 4 <= 00003ccc
@00004188: $ 1 <= 00000717
@0000418c: $ 6 <= 00000718
@00004180: $ 5 <= 00003ccc
@00004184: $ 4 <= 00003cd0
@00004188: $ 1 <= 0000071a
@0000418c: $ 6 <= 0000071b
@00004180: $ 5 <= 00003cd0
@00004184: $ 4 <= 00003cd4
@00004188: $ 1 <= 0000071d
@0000418c: $ 6 <= 0000071e
@00004180: $ 5 <= 00003cd4
@00004184: $ 4 <= 00003cd8
@00004188: $ 1 <= 00000720
@0000418c: $ 6 <= 00000721
@00004180: $ 5 <= 00003cd8
@00004184: $ 4 <= 00003cdc
@00004188: $ 1 <= 00000723
@0000418c: $ 6 <= 00000724
@00004180: $ 5 <= 00003cdc
@00004184: $ 4 <= 00003ce0
@00004188: $ 1 <= 00000726
@0000418c: $ 6 <= 00000727
@00004180: $ 5 <= 00003ce0
@00004184: $ 4 <= 00003ce4
@00004188: $ 1 <= 00000729
@0000418c: $ 6 <= 0000072a
@00004180: $ 5 <= 00003ce4
@00004184: $ 4 <= 00003ce8
@00004188: $ 1 <= 0000072c
@0000418c: $ 6 <= 0000072d
@00004180: $ 5 <= 00003ce8
@00004184: $ 4 <= 00003cec
@00004188: $ 1 <= 0000072f
@0000418c: $ 6 <= 00000730
@00004180: $ 5 <= 00003cec
@00004184: $ 4 <= 00003cf0
@00004188: $ 1 <= 00000732
@0000418c: $ 6 <= 00000733
@00004180: $ 5 <= 00003cf0
@00004184: $ 4 <= 00003cf4
@00004188: $ 1 <= 00000735
@0000418c: $ 6 <= 00000736
@00004180: $ 5 <= 00003cf4
@00004184: $ 4 <= 00003cf8
@00004188: $ 1 <= 00000738
@0000418c: $ 6 <= 00000739
@00004180: $ 5 <= 00003cf8
@00004184: $ 4 <= 00003cfc
@00004188: $ 1 <= 0000073b
@0000418c: $ 6 <= 0000073c
@00004180: $ 5 <= 00003cfc
@00004184: $ 4 <= 00003d00
@00004188: $ 1 <= 0000073e
@0000418c: $ 6 <= 0000073f
@00004180: $ 5 <= 00003d00
@00004184: $ 4 <= 00003d04
@00004188: $ 1 <= 00000741
@0000418c: $ 6 <= 00000742
@00004180: $ 5 <= 00003d04
@00004184: $ 4 <= 00003d08
@00004188: $ 1 <= 00000744
@0000418c: $ 6 <= 00000745
@00004180: $ 5 <= 00003d08
@00004184: $ 4 <= 00003d0c
@00004188: $ 1 <= 00000747
@0000418c: $ 6 <= 00000748
@00004180: $ 5 <= 00003d0c
@00004184: $ 4 <= 00003d10
@00004188: $ 1 <= 0000074a
@0000418c: $ 6 <= 0000074b
@00004180: $ 5 <= 00003d10
@00004184: $ 4 <= 00003d14
@00004188: $ 1 <= 0000074d
@0000418c: $ 6 <= 0000074e
@00004180: $ 5 <= 00003d14
@00004184: $ 4 <= 00003d18
@00004188: $ 1 <= 00000750
@0000418c: $ 6 <= 00000751
@00004180: $ 5 <= 00003d18
@00004184: $ 4 <= 00003d1c
@00004188: $ 1 <= 00000753
@0000418c: $ 6 <= 00000754
@00004180: $ 5 <= 00003d1c
@00004184: $ 4 <= 00003d20
@00004188: $ 1 <= 00000756
@0000418c: $ 6 <= 00000757
@00004180: $ 5 <= 00003d20
@00004184: $ 4 <= 00003d24
@00004188: $ 1 <= 00000759
@0000418c: $ 6 <= 0000075a
@00004180: $ 5 <= 00003d24
@00004184: $ 4 <= 00003d28
@00004188: $ 1 <= 0000075c
@0000418c: $ 6 <= 0000075d
@00004180: $ 5 <= 00003d28
@00004184: $ 4 <= 00003d2c
@00004188: $ 1 <= 0000075f
@0000418c: $ 6 <= 00000760
@00004180: $ 5 <= 00003d2c
@00004184: $ 4 <= 00003d30
@00004188: $ 1 <= 00000762
@0000418c: $ 6 <= 00000763
@00004180: $ 5 <= 00003d30
@00004184: $ 4 <= 00003d34
@00004188: $ 1 <= 00000765
@0000418c: $ 6 <= 00000766
@00004180: $ 5 <= 00003d34
@00004184: $ 4 <= 00003d38
@00004188: $ 1 <= 00000768
@0000418c: $ 6 <= 00000769
@00004180: $ 5 <= 00003d38
@00004184: $ 4 <= 00003d3c
@00004188: $ 1 <= 0000076b
@0000418c: $ 6 <= 0000076c
@00004180: $ 5 <= 00003d3c
@00004184: $ 4 <= 00003d40
@00004188: $ 1 <= 0000076e
@0000418c: $ 6 <= 0000076f
@00004180: $ 5 <= 00003d40
@00004184: $ 4 <= 00003d44
@00004188: $ 1 <= 00000771
@0000418c: $ 6 <= 00000772
@00004180: $ 5 <= 00003d44
@00004184: $ 4 <= 00003d48
@00004188: $ 1 <= 00000774
@0000418c: $ 6 <= 00000775
@00004180: $ 5 <= 00003d48
@00004184: $ 4 <= 00003d4c
@00004188: $ 1 <= 00000777
@0000418c: $ 6 <= 00000778
@00004180: $ 5 <= 00003d4c
@00004184: $ 4 <= 00003d50
@00004188: $ 1 <= 0000077a
@0000418c: $ 6 <= 0000077b
@00004180: $ 5 <= 00003d50
@00004184: $ 4 <= 00003d54
@00004188: $ 1 <= 0000077d
@0000418c: $ 6 <= 0000077e
@00004180: $ 5 <= 00003d54
@00004184: $ 4 <= 00003d58
@00004188: $ 1 <= 00000780
@0000418c: $ 6 <= 00000781
@00004180: $ 5 <= 00003d58
@00004184: $ 4 <= 00003d5c
@00004188: $ 1 <= 00000783
@0000418c: $ 6 <= 00000784
@00004180: $ 5 <= 00003d5c
@00004184: $ 4 <= 00003d60
@00004188: $ 1 <= 00000786
@0000418c: $ 6 <= 00000787
@00004180: $ 5 <= 00003d60
@00004184: $ 4 <= 00003d64
@00004188: $ 1 <= 00000789
@0000418c: $ 6 <= 0000078a
@00004180: $ 5 <= 00003d64
@00004184: $ 4 <= 00003d68
@00004188: $ 1 <= 0000078c
@0000418c: $ 6 <= 0000078d
@00004180: $ 5 <= 00003d68
@00004184: $ 4 <= 00003d6c
@00004188: $ 1 <= 0000078f
@0000418c: $ 6 <= 00000790
@00004180: $ 5 <= 00003d6c
@00004184: $ 4 <= 00003d70
@00004188: $ 1 <= 00000792
@0000418c: $ 6 <= 00000793
@00004180: $ 5 <= 00003d70
@00004184: $ 4 <= 00003d74
@00004188: $ 1 <= 00000795
@0000418c: $ 6 <= 00000796
@00004180: $ 5 <= 00003d74
@00004184: $ 4 <= 00003d78
@00004188: $ 1 <= 00000798
@0000418c: $ 6 <= 00000799
@00004180: $ 5 <= 00003d78
@00004184: $ 4 <= 00003d7c
@00004188: $ 1 <= 0000079b
@0000418c: $ 6 <= 0000079c
@00004180: $ 5 <= 00003d7c
@00004184: $ 4 <= 00003d80
@00004188: $ 1 <= 0000079e
@0000418c: $ 6 <= 0000079f
@00004180: $ 5 <= 00003d80
@00004184: $ 4 <= 00003d84
@00004188: $ 1 <= 000007a1
@0000418c: $ 6 <= 000007a2
@00004180: $ 5 <= 00003d84
@00004184: $ 4 <= 00003d88
@00004188: $ 1 <= 000007a4
@0000418c: $ 6 <= 000007a5
@00004180: $ 5 <= 00003d88
@00004184: $ 4 <= 00003d8c
@00004188: $ 1 <= 000007a7
@0000418c: $ 6 <= 000007a8
@00004180: $ 5 <= 00003d8c
@00004184: $ 4 <= 00003d90
@00004188: $ 1 <= 000007aa
@0000418c: $ 6 <= 000007ab
@00004180: $ 5 <= 00003d90
@00004184: $ 4 <= 00003d94
@00004188: $ 1 <= 000007ad
@0000418c: $ 6 <= 000007ae
@00004180: $ 5 <= 00003d94
@00004184: $ 4 <= 00003d98
@00004188: $ 1 <= 000007b0
@0000418c: $ 6 <= 000007b1
@00004180: $ 5 <= 00003d98
@00004184: $ 4 <= 00003d9c
@00004188: $ 1 <= 000007b3
@0000418c: $ 6 <= 000007b4
@00004180: $ 5 <= 00003d9c
@00004184: $ 4 <= 00003da0
@00004188: $ 1 <= 000007b6
@0000418c: $ 6 <= 000007b7
@00004180: $ 5 <= 00003da0
@00004184: $ 4 <= 00003da4
@00004188: $ 1 <= 000007b9
@0000418c: $ 6 <= 000007ba
@00004180: $ 5 <= 00003da4
@00004184: $ 4 <= 00003da8
@00004188: $ 1 <= 000007bc
@0000418c: $ 6 <= 000007bd
@00004180: $ 5 <= 00003da8
@00004184: $ 4 <= 00003dac
@00004188: $ 1 <= 000007bf
@0000418c: $ 6 <= 000007c0
@00004180: $ 5 <= 00003dac
@00004184: $ 4 <= 00003db0
@00004188: $ 1 <= 000007c2
@0000418c: $ 6 <= 000007c3
@00004180: $ 5 <= 00003db0
@00004184: $ 4 <= 00003db4
@00004188: $ 1 <= 000007c5
@0000418c: $ 6 <= 000007c6
@00004180: $ 5 <= 00003db4
@00004184: $ 4 <= 00003db8
@00004188: $ 1 <= 000007c8
@0000418c: $ 6 <= 000007c9
@00004180: $ 5 <= 00003db8
@00004184: $ 4 <= 00003dbc
@00004188: $ 1 <= 000007cb
@0000418c: $ 6 <= 000007cc
@00004180: $ 5 <= 00003dbc
@00004184: $ 4 <= 00003dc0
@00004188: $ 1 <= 000007ce
@0000418c: $ 6 <= 000007cf
@00004180: $ 5 <= 00003dc0
@00004184: $ 4 <= 00003dc4
@00004188: $ 1 <= 000007d1
@0000418c: $ 6 <= 000007d2
@00004180: $ 5 <= 00003dc4
@00004184: $ 4 <= 00003dc8
@00004188: $ 1 <= 000007d4
@0000418c: $ 6 <= 000007d5
@00004180: $ 5 <= 00003dc8
@00004184: $ 4 <= 00003dcc
@00004188: $ 1 <= 000007d7
@0000418c: $ 6 <= 000007d8
@00004180: $ 5 <= 00003dcc
@00004184: $ 4 <= 00003dd0
@00004188: $ 1 <= 000007da
@0000418c: $ 6 <= 000007db
@00004180: $ 5 <= 00003dd0
@00004184: $ 4 <= 00003dd4
@00004188: $ 1 <= 000007dd
@0000418c: $ 6 <= 000007de
@00004180: $ 5 <= 00003dd4
@00004184: $ 4 <= 00003dd8
@00004188: $ 1 <= 000007e0
@0000418c: $ 6 <= 000007e1
@00004180: $ 5 <= 00003dd8
@00004184: $ 4 <= 00003ddc
@00004188: $ 1 <= 000007e3
@0000418c: $ 6 <= 000007e4
@00004180: $ 5 <= 00003ddc
@00004184: $ 4 <= 00003de0
@00004188: $ 1 <= 000007e6
@0000418c: $ 6 <= 000007e7
@00004180: $ 5 <= 00003de0
@00004184: $ 4 <= 00003de4
@00004188: $ 1 <= 000007e9
@0000418c: $ 6 <= 000007ea
@00004180: $ 5 <= 00003de4
@00004184: $ 4 <= 00003de8
@00004188: $ 1 <= 000007ec
@0000418c: $ 6 <= 000007ed
@00004180: $ 5 <= 00003de8
@00004184: $ 4 <= 00003dec
@00004188: $ 1 <= 000007ef
@0000418c: $ 6 <= 000007f0
@00004180: $ 5 <= 00003dec
@00004184: $ 4 <= 00003df0
@00004188: $ 1 <= 000007f2
@0000418c: $ 6 <= 000007f3
@00004180: $ 5 <= 00003df0
@00004184: $ 4 <= 00003df4
@00004188: $ 1 <= 000007f5
@0000418c: $ 6 <= 000007f6
@00004180: $ 5 <= 00003df4
@00004184: $ 4 <= 00003df8
@00004188: $ 1 <= 000007f8
@0000418c: $ 6 <= 000007f9
@00004180: $ 5 <= 00003df8
@00004184: $ 4 <= 00003dfc
@00004188: $ 1 <= 000007fb
@0000418c: $ 6 <= 000007fc
@00004180: $ 5 <= 00003dfc
@00004184: $ 4 <= 00003e00
@00004188: $ 1 <= 000007fe
@0000418c: $ 6 <= 000007ff
@00004180: $ 5 <= 00003e00
@00004184: $ 4 <= 00003e04
@00004188: $ 1 <= 00000801
@0000418c: $ 6 <= 00000802
@00004180: $ 5 <= 00003e04
@00004184: $ 4 <= 00003e08
@00004188: $ 1 <= 00000804
@0000418c: $ 6 <= 00000805
@00004180: $ 5 <= 00003e08
@00004184: $ 4 <= 00003e0c
@00004188: $ 1 <= 00000807
@0000418c: $ 6 <= 00000808
@00004180: $ 5 <= 00003e0c
@00004184: $ 4 <= 00003e10
@00004188: $ 1 <= 0000080a
@0000418c: $ 6 <= 0000080b
@00004180: $ 5 <= 00003e10
@00004184: $ 4 <= 00003e14
@00004188: $ 1 <= 0000080d
@0000418c: $ 6 <= 0000080e
@00004180: $ 5 <= 00003e14
@00004184: $ 4 <= 00003e18
@00004188: $ 1 <= 00000810
@0000418c: $ 6 <= 00000811
@00004180: $ 5 <= 00003e18
@00004184: $ 4 <= 00003e1c
@00004188: $ 1 <= 00000813
@0000418c: $ 6 <= 00000814
@00004180: $ 5 <= 00003e1c
@00004184: $ 4 <= 00003e20
@00004188: $ 1 <= 00000816
@0000418c: $ 6 <= 00000817
@00004180: $ 5 <= 00003e20
@00004184: $ 4 <= 00003e24
@00004188: $ 1 <= 00000819
@0000418c: $ 6 <= 0000081a
@00004180: $ 5 <= 00003e24
@00004184: $ 4 <= 00003e28
@00004188: $ 1 <= 0000081c
@0000418c: $ 6 <= 0000081d
@00004180: $ 5 <= 00003e28
@00004184: $ 4 <= 00003e2c
@00004188: $ 1 <= 0000081f
@0000418c: $ 6 <= 00000820
@00004180: $ 5 <= 00003e2c
@00004184: $ 4 <= 00003e30
@00004188: $ 1 <= 00000822
@0000418c: $ 6 <= 00000823
@00004180: $ 5 <= 00003e30
@00004184: $ 4 <= 00003e34
@00004188: $ 1 <= 00000825
@0000418c: $ 6 <= 00000826
@00004180: $ 5 <= 00003e34
@00004184: $ 4 <= 00003e38
@00004188: $ 1 <= 00000828
@0000418c: $ 6 <= 00000829
@00004180: $ 5 <= 00003e38
@00004184: $ 4 <= 00003e3c
@00004188: $ 1 <= 0000082b
@0000418c: $ 6 <= 0000082c
@00004180: $ 5 <= 00003e3c
@00004184: $ 4 <= 00003e40
@00004188: $ 1 <= 0000082e
@0000418c: $ 6 <= 0000082f
@00004180: $ 5 <= 00003e40
@00004184: $ 4 <= 00003e44
@00004188: $ 1 <= 00000831
@0000418c: $ 6 <= 00000832
@00004180: $ 5 <= 00003e44
@00004184: $ 4 <= 00003e48
@00004188: $ 1 <= 00000834
@0000418c: $ 6 <= 00000835
@00004180: $ 5 <= 00003e48
@00004184: $ 4 <= 00003e4c
@00004188: $ 1 <= 00000837
@0000418c: $ 6 <= 00000838
@00004180: $ 5 <= 00003e4c
@00004184: $ 4 <= 00003e50
@00004188: $ 1 <= 0000083a
@0000418c: $ 6 <= 0000083b
@00004180: $ 5 <= 00003e50
@00004184: $ 4 <= 00003e54
@00004188: $ 1 <= 0000083d
@0000418c: $ 6 <= 0000083e
@00004180: $ 5 <= 00003e54
@00004184: $ 4 <= 00003e58
@00004188: $ 1 <= 00000840
@0000418c: $ 6 <= 00000841
@00004180: $ 5 <= 00003e58
@00004184: $ 4 <= 00003e5c
@00004188: $ 1 <= 00000843
@0000418c: $ 6 <= 00000844
@00004180: $ 5 <= 00003e5c
@00004184: $ 4 <= 00003e60
@00004188: $ 1 <= 00000846
@0000418c: $ 6 <= 00000847
@00004180: $ 5 <= 00003e60
@00004184: $ 4 <= 00003e64
@00004188: $ 1 <= 00000849
@0000418c: $ 6 <= 0000084a
@00004180: $ 5 <= 00003e64
@00004184: $ 4 <= 00003e68
@00004188: $ 1 <= 0000084c
@0000418c: $ 6 <= 0000084d
@00004180: $ 5 <= 00003e68
@00004184: $ 4 <= 00003e6c
@00004188: $ 1 <= 0000084f
@0000418c: $ 6 <= 00000850
@00004180: $ 5 <= 00003e6c
@00004184: $ 4 <= 00003e70
@00004188: $ 1 <= 00000852
@0000418c: $ 6 <= 00000853
@00004180: $ 5 <= 00003e70
@00004184: $ 4 <= 00003e74
@00004188: $ 1 <= 00000855
@0000418c: $ 6 <= 00000856
@00004180: $ 5 <= 00003e74
@00004184: $ 4 <= 00003e78
@00004188: $ 1 <= 00000858
@0000418c: $ 6 <= 00000859
@00004180: $ 5 <= 00003e78
@00004184: $ 4 <= 00003e7c
@00004188: $ 1 <= 0000085b
@0000418c: $ 6 <= 0000085c
